Gene.symbol,Gene.ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
GPR65,8477,-0.07622203,3.197119587,-9.813474132,5.00E-05,0.001449431,1.974111719
ZBED5,58486,-0.07627079,3.055635103,-8.161436859,1.47E-04,0.002577346,0.749248104
BAHD1,22893,-0.076365236,2.97766805,-9.500821521,6.05E-05,0.001605754,1.757050691
DCLRE1A,9937,-0.076612116,2.974130402,-5.414903665,0.0014369,0.007889812,-1.831907648
THAP5,168451,-0.076693276,3.172569314,-6.682236873,4.58E-04,0.004455514,-0.540148102
ELAC1,55520,-0.076746509,2.895274966,-8.285511996,1.35E-04,0.002462194,0.848394477
RIDA,10247,-0.076889966,2.878579526,-6.593631174,4.93E-04,0.004608782,-0.624337087
ANGEL2,90806,-0.076959587,2.940658962,-8.918006418,8.78E-05,0.001957406,1.334837552
ZNF271P,10778,-0.077109796,3.046201681,-7.050287884,3.39E-04,0.003827241,-0.19941029
CD3G,917,-0.077304322,2.994933764,-5.00289193,0.002171203,0.00982094,-2.296011154
SLC35B3,51000,-0.077487406,2.963705553,-6.537389439,5.17E-04,0.00472088,-0.678223174
EIF4B,1975,-0.077755186,2.992032899,-3.852266142,0.007795374,0.021916993,-3.719995528
ZNF562,54811,-0.077864761,2.988216546,-8.59827723,1.09E-04,0.002187916,1.092803368
TUBGCP5,114791,-0.077914077,2.866159678,-6.812834208,4.11E-04,0.004227997,-0.417609232
GP1BA,2811,-0.077997892,3.237568934,-10.38145954,3.58E-05,0.001164498,2.35287625
CCDC125,202243,-0.078044181,2.94143619,-7.976981039,1.68E-04,0.002798414,0.599470021
RBM45,129831,-0.078378222,2.876961823,-6.792107432,4.18E-04,0.004271966,-0.436935307
SNORD34,26817,-0.078447131,2.919165142,-5.208756736,0.001761679,0.008733832,-2.061214921
RCHY1,25898,-0.078662517,2.933787125,-4.541836478,0.00354087,0.013241247,-2.843574601
FMN1,342184,-0.078830048,2.924684388,-4.416781956,0.004064281,0.014446671,-2.997379622
TSEN2,80746,-0.078897892,2.811883889,-7.575870851,2.26E-04,0.003171422,0.263514848
TRMT13,54482,-0.079038116,2.888363324,-12.15153037,1.39E-05,6.16E-04,3.420840812
ZNF615,284370,-0.079308806,2.809288987,-6.40197789,5.81E-04,0.005016033,-0.809413131
PUS7L,83448,-0.079334403,3.026131862,-6.026176424,8.10E-04,0.00587725,-1.184588665
LINC01000///LINC00266-1///PCMTD2,402483///140849///55251,-0.079539135,2.783892037,-5.504060741,0.001317869,0.007499221,-1.734496554
HLA-DQB1,3119,-0.079725521,3.017001444,-3.534336429,0.011492374,0.028356513,-4.146846499
LRRC37B,114659,-0.079772372,3.120427338,-5.757424644,0.001036219,0.006648852,-1.463338408
ITGB3BP,23421,-0.079979882,2.781727542,-7.328493616,2.72E-04,0.003439389,0.048963415
TRMT12,55039,-0.080005567,2.908455394,-6.457627198,5.54E-04,0.0048914,-0.755248786
CCDC146,57639,-0.080180186,2.810419653,-5.485033335,0.001342304,0.007574034,-1.755197278
USP32P2///USP32P1,220594///162632,-0.080290632,2.990532842,-6.043068764,7.97E-04,0.005844848,-1.167364603
FAM156B///FAM156A,727866///29057,-0.080298241,2.925448182,-9.752667827,5.19E-05,0.001465799,1.932389306
TGDS,23483,-0.080357861,2.95989694,-7.430111967,2.52E-04,0.003335674,0.137799024
ZNF589,51385,-0.080373772,3.064082519,-11.46827062,1.97E-05,7.87E-04,3.027123843
IFT20,90410,-0.080474069,2.931634809,-8.707190876,1.01E-04,0.002104461,1.176116799
ERCC8,1161,-0.08061825,2.814407215,-7.004112974,3.52E-04,0.003898295,-0.241384565
OPHN1,4983,-0.080782099,2.925853231,-7.817711978,1.88E-04,0.002946929,0.467787868
ZNF175,7728,-0.080793837,2.91153516,-7.611805128,2.20E-04,0.003152122,0.29420379
FAM219B,57184,-0.080816651,2.916937926,-11.56549719,1.88E-05,7.57E-04,3.08448821
KIF23,9493,-0.080902346,2.848120949,-4.116460532,0.005712998,0.017933218,-3.376061525
C8orf37,157657,-0.081274544,2.845187949,-5.514296177,0.001304934,0.007454927,-1.723380694
AHSA2,130872,-0.081319712,2.894536229,-4.999285485,0.002179277,0.009836291,-2.300176981
WDR19,57728,-0.08141702,2.796426229,-5.463422482,0.001370682,0.007668975,-1.778766566
ZNF484,83744,-0.081694479,2.870207219,-5.276159386,0.001647141,0.008432818,-1.985607171
RMI1,80010,-0.081720031,3.003579418,-7.557838428,2.29E-04,0.003192761,0.248069643
MSH2,4436,-0.082276522,2.848701903,-10.29419062,3.77E-05,0.001203512,2.29593112
RAB28,9364,-0.08230342,3.014681965,-7.753857445,1.97E-04,0.00300749,0.414365585
FAM179B,23116,-0.082335982,3.08436055,-8.664603207,1.04E-04,0.002122633,1.143647483
ALG6,29929,-0.082343586,2.840145263,-6.503967259,5.32E-04,0.004784303,-0.710411939
PLK1,5347,-0.082389603,3.0237872,-5.043760096,0.002082023,0.009606218,-2.24893129
PFKFB2,5208,-0.08246282,2.893541287,-7.521273639,2.35E-04,0.003225432,0.216658254
RPL13P5,283345,-0.082483822,2.880833136,-5.418997766,0.001431175,0.00787896,-1.827411429
TRAF3IP3,80342,-0.082564438,2.955977236,-7.122852627,3.20E-04,0.003753554,-0.133884041
SDCCAG3,10807,-0.083041498,2.803075529,-8.468098832,1.19E-04,0.002298944,0.992018782
CARNMT1,138199,-0.083284547,2.985216975,-6.994845854,3.55E-04,0.00391456,-0.249834898
KBTBD7,84078,-0.08338838,2.90533324,-4.93420405,0.002330959,0.010200524,-2.375667002
HSD11B1,3290,-0.083446276,3.061729955,-8.437676902,1.21E-04,0.00230874,0.968273949
ZBTB20,26137,-0.083526227,2.771500904,-5.920890167,8.91E-04,0.006189569,-1.292726487
ZFP57,346171,-0.083735543,2.83712498,-6.230629855,6.75E-04,0.005380925,-0.978418145
NCAPG2,54892,-0.084034454,2.942258273,-6.439668709,5.63E-04,0.004938678,-0.772689733
ZNF512,84450,-0.084144011,3.012839942,-9.815066139,5.00E-05,0.001449431,1.975200937
TMEM163,81615,-0.084168539,2.982078318,-6.566357317,5.05E-04,0.004659514,-0.650424872
RAD51C,5889,-0.084357417,2.993161494,-7.447907299,2.49E-04,0.003319306,0.153254439
IGHM///IGHV3-48///IGHV3-69-1,3507///28424///28402,-0.084852361,2.848898089,-4.66374529,0.003102315,0.012189662,-2.695825145
TMEM55A,55529,-0.08488695,3.053731256,-8.993348177,8.36E-05,0.001914641,1.390766458
VAV3,10451,-0.084967693,3.034060272,-7.709815559,2.04E-04,0.003059452,0.377306282
PUS10,150962,-0.085238545,2.903802853,-8.80187918,9.48E-05,0.002035751,1.247816553
VAMP1,6843,-0.085294128,2.977226904,-4.621408438,0.003247309,0.012517883,-2.74689212
JPX,554203,-0.085866156,2.767974595,-5.231458096,0.001722126,0.008630194,-2.035680885
ZNF252P,286101,-0.085890887,3.038887963,-5.614700566,0.001185387,0.00712969,-1.615066119
OSGEPL1,64172,-0.085930556,2.812228276,-14.01784437,5.87E-06,3.31E-04,4.396272225
FAM156B///FAM156A,727866///29057,-0.085943107,2.907306216,-7.964328316,1.69E-04,0.002815732,0.589089623
GLMN,11146,-0.085948569,2.922641542,-8.066805386,1.57E-04,0.002679309,0.672767802
TEFM,79736,-0.086147718,2.943911389,-8.924176433,8.75E-05,0.001957406,1.339433322
DET1,55070,-0.086194176,2.917937727,-6.996409675,3.54E-04,0.003912399,-0.248408292
C8orf59,401466,-0.086788337,2.866054234,-8.174253846,1.46E-04,0.002568054,0.759548954
MTERF1///MTERF1,7978///7978,-0.086938791,2.90080079,-7.686114988,2.08E-04,0.003067854,0.357290847
CNOT10,25904,-0.087182969,3.00362815,-10.40475547,3.53E-05,0.001151295,2.368003012
AP4B1,10717,-0.087329107,3.08558068,-11.05955341,2.45E-05,9.16E-04,2.780852191
DNAAF2,55172,-0.08738766,2.951869169,-7.298853237,2.79E-04,0.003487994,0.022864225
TOM1L1,10040,-0.087416311,2.887995647,-7.881055672,1.80E-04,0.002886796,0.520425639
ZNF12,7559,-0.08742754,3.087306385,-7.076583194,3.32E-04,0.003798731,-0.175604063
GPR174,84636,-0.088118732,2.784224924,-2.984725551,0.023301333,0.047348961,-4.914312508
CASP8AP2,9994,-0.08815774,3.01744238,-7.501297051,2.39E-04,0.003232938,0.199444423
ZEB2,9839,-0.088166958,2.923265172,-7.350115399,2.68E-04,0.003426049,0.067948384
ZNF737///ZNF737,100129842///100129842,-0.088240378,3.153292383,-5.091242576,0.001983557,0.009352087,-2.194524392
TPST1,8460,-0.088436163,3.129561151,-10.59627199,3.17E-05,0.001059456,2.491190644
PDCL3,79031,-0.088466885,2.979992783,-7.860312934,1.83E-04,0.002900038,0.50322762
SLCO4C1,353189,-0.088489488,2.919597017,-7.566584871,2.27E-04,0.003180209,0.255564946
USP45,85015,-0.089135599,2.943265463,-7.445825113,0.000248954,0.003321438,0.151447591
LOC100134822///LINC00266-1///PCMTD2,100134822///140849///55251,-0.089189798,2.886460422,-4.806801445,0.002663589,0.011052054,-2.52517937
LOC100134822///LINC00266-1///PCMTD2,100134822///140849///55251,-0.089189798,2.886460422,-4.806801445,0.002663589,0.011052054,-2.52517937
ZNF253,56242,-0.089251468,2.928455832,-4.596645642,0.003335633,0.012722776,-2.776881331
LRRC25,126364,-0.089282534,3.104072432,-6.983051453,3.58E-04,0.00392613,-0.26060251
FDXACB1,91893,-0.089316929,2.92500779,-11.22772363,2.24E-05,8.61E-04,2.883202308
HLTF,6596,-0.089662033,2.90716978,-5.085376684,0.001995432,0.009377347,-2.201228737
ZNF184,7738,-0.089680379,2.960434582,-8.879410454,9.01E-05,0.00197802,1.306025787
NLRC4,58484,-0.089812475,3.025777348,-10.19658465,3.98E-05,0.001245208,2.231713758
TPX2,22974,-0.089873093,2.845381285,-5.261808785,0.001670804,0.00850476,-2.001652873
KIAA1147,57189,-0.089876213,2.869358572,-10.11964015,4.17E-05,0.001290498,2.180692345
TMEM267,64417,-0.08990704,2.841204965,-9.111156181,7.74E-05,0.0018522,1.477399456
SMIM4,440957,-0.090145408,2.923286711,-5.836432518,9.63E-04,0.006406623,-1.380459269
AASDH,132949,-0.090282657,3.013497944,-10.13022876,4.14E-05,0.001284878,2.187734575
NMRAL1P1,344887,-0.090336611,3.124633311,-9.242320905,7.12E-05,0.001780493,1.57269892
GBAP1,2630,-0.090356294,2.978169666,-7.673163022,2.10E-04,0.003081579,0.346331222
ISY1-RAB43///ISY1,100534599///57461,-0.09085064,2.935416376,-6.05212342,7.91E-04,0.005834564,-1.158146355
FCGR3B///FCGR3A,2215///2214,-0.090904549,3.03699513,-10.36077894,3.62E-05,0.001176122,2.339421521
SLC25A16,8034,-0.091188877,2.912385834,-7.9291517,1.74E-04,0.002860107,0.560157679
GPR34,2857,-0.091245928,2.904824821,-5.074414949,0.002017839,0.009434353,-2.213770124
RAD17,5884,-0.091922873,3.056779844,-6.816818495,4.10E-04,0.00421676,-0.413899423
RAD17,5884,-0.09192894,3.058054122,-7.311017731,2.76E-04,0.003470917,0.033585713
ZNF566,84924,-0.091955563,2.927297448,-6.079830258,7.71E-04,0.005763099,-1.130000386
ZNF780A,284323,-0.092035106,2.905643853,-9.55843678,5.84E-05,0.001575548,1.797528288
CCP110,9738,-0.09212254,2.87549885,-7.347306391,2.69E-04,0.003430691,0.065484488
CCDC51,79714,-0.092466458,2.803190499,-5.359304294,0.001517275,0.008085357,-1.893189481
SCARNA9,619383,-0.092536918,2.821263821,-3.002649233,0.022754801,0.046530829,-4.888789499
LOC1720///DHFR,1720///1719,-0.092602413,3.04587332,-5.59240463,0.001210822,0.007180796,-1.639005227
FCGR3A,2214,-0.09309598,2.900862948,-14.82821421,4.17E-06,2.53E-04,4.780543431
ZNF284,342909,-0.093237824,2.899274016,-6.665154583,4.65E-04,0.004487911,-0.556312229
PMS2,5395,-0.093284754,3.069640384,-8.098154773,1.54E-04,0.002639669,0.698187616
ANKRA2,57763,-0.093451308,2.809053377,-8.676767603,1.03E-04,0.002120356,1.152935854
LRRCC1,85444,-0.093681132,2.862258244,-7.722331017,2.02E-04,0.003045441,0.387855254
CCNB2,9133,-0.093720922,2.96686093,-5.033429953,0.002104169,0.009658036,-2.260809498
KIAA1107,23285,-0.093948379,3.003738485,-8.270048412,1.36E-04,0.002481271,0.836106898
CD226,10666,-0.094645863,3.338190931,-8.821294614,9.36E-05,0.002025022,1.262435234
PSPH,5723,-0.094782462,2.908103986,-12.47403702,1.19E-05,5.55E-04,3.599377991
PCGF6,84108,-0.095333608,3.064383551,-13.19390366,8.48E-06,4.39E-04,3.982302673
FAM185A,222234,-0.095823615,2.88367601,-6.961163594,3.64E-04,0.003967596,-0.280622803
ZNHIT6,54680,-0.095899736,3.105350951,-9.175125809,7.43E-05,0.001824396,1.524028009
OXSM,54995,-0.095917322,2.953180908,-9.103997586,7.78E-05,0.001855481,1.472163459
LOC102724229,102724229,-0.096412767,3.033869345,-6.475303048,5.46E-04,0.004848389,-0.738117853
GABPB2,126626,-0.096497573,2.912752269,-10.81121988,2.81E-05,0.001003656,2.627019943
MMP12,4321,-0.097172872,3.101985358,-5.345586867,0.00153788,0.008143739,-1.908372565
ZNF564,163050,-0.097406466,2.964037832,-9.005341544,8.29E-05,0.001914641,1.399631588
ZNF224,7767,-0.097566855,2.851142445,-5.974671896,8.48E-04,0.006021621,-1.237318681
WDCP,80304,-0.097580812,2.993884113,-11.50389542,1.94E-05,7.78E-04,3.048195939
KIAA0753,9851,-0.097908755,2.953332347,-8.695913223,1.02E-04,0.00210836,1.167532027
TMEM216,51259,-0.097990026,2.847103324,-9.796427554,5.05E-05,0.00145936,1.962438781
EFL1,79631,-0.098245177,3.018240972,-8.888604536,8.95E-05,0.001975804,1.312899071
FAM200A,221786,-0.098316488,2.822671887,-5.716256858,0.001076939,0.006771346,-1.506835998
FAN1,22909,-0.098371544,2.817356354,-7.619101253,2.18E-04,0.00314822,0.300420372
CLEC6A,93978,-0.098754043,3.290484621,-11.02891549,2.50E-05,9.21E-04,2.762048736
TUBE1,51175,-0.10013292,2.888617857,-6.082324746,7.70E-04,0.005763099,-1.127470898
FAM173B,134145,-0.100233974,2.898983822,-7.158567305,3.11E-04,0.003703103,-0.101827943
MDM1,56890,-0.100905804,2.785924972,-6.60723933,4.88E-04,0.004600745,-0.61135138
ZNF470,388566,-0.101519267,2.857311421,-6.719743461,4.44E-04,0.004412168,-0.504768364
STAC,6769,-0.102259166,2.937307747,-9.088377487,7.86E-05,0.001868962,1.460725857
EHF,26298,-0.102365228,2.948491254,-8.618557796,1.07E-04,0.002167414,1.108385947
C2orf49,79074,-0.102695777,2.959097143,-12.16343819,1.39E-05,6.16E-04,3.427513424
ARHGAP11A,9824,-0.102760254,2.915465056,-7.194885011,3.02E-04,0.003658166,-0.069360973
ZNF816,125893,-0.104015107,2.880492491,-6.54369958,5.15E-04,0.004708448,-0.672159869
LRRC75A-AS1,125144,-0.104386767,2.947755819,-6.037477341,8.01E-04,0.005844848,-1.173062001
SNORD5///TAF1D,692072///79101,-0.104449605,3.227357175,-8.080618353,1.56E-04,0.00265568,0.683978365
CDKN3,1033,-0.104630388,2.821730306,-6.237274936,6.71E-04,0.00537449,-0.971800409
SASS6,163786,-0.104685902,2.866121791,-8.999530255,8.32E-05,0.001914641,1.395337357
SNORA61///SNHG12,677838///85028,-0.104799279,3.152547582,-7.93060414,1.74E-04,0.002859895,0.5613544
ZNF558,148156,-0.10518606,2.780294306,-6.314488631,6.27E-04,0.005212372,-0.895282115
TRAPPC2,6399,-0.105727647,2.798539523,-7.490153062,2.41E-04,0.003244982,0.189825393
LRRK2,120892,-0.107646598,3.01631205,-10.23959759,3.89E-05,0.00121966,2.260082123
TIFAB///DCANP1,497189///140947,-0.108084979,2.928428172,-13.27100763,8.18E-06,4.29E-04,4.022103981
ZNF675,171392,-0.108565539,2.978490852,-7.698858221,2.06E-04,0.003066813,0.368058992
SNORD45C,692085,-0.108899703,2.838692865,-4.621306965,0.003247666,0.012517883,-2.747014828
HAUS6,54801,-0.109752655,2.975023862,-4.626089843,0.003230908,0.01247904,-2.741232638
LOC401320,401320,-0.109913654,2.87238769,-6.179721804,7.06E-04,0.005528782,-1.029288897
ZNF718,255403,-0.110939346,2.911234226,-6.585042052,4.97E-04,0.004624607,-0.632543832
ZNF718,255403,-0.110939346,2.911234226,-6.585042052,4.97E-04,0.004624607,-0.632543832
AKR1C3,8644,-0.11161144,2.836932378,-9.374909964,6.55E-05,0.001683574,1.667821787
SUMO1,7341,-0.114187558,2.926351751,-6.418795797,5.73E-04,0.004974218,-0.793006971
PS1TP4///SLC35F5,414327///80255,-0.118058615,2.896556074,-8.686232818,1.02E-04,0.002112539,1.160155401
LYPLAL1,127018,-0.118775922,2.784990879,-9.433189448,6.31E-05,0.001653582,1.709254526
AKTIP,64400,-0.118887268,2.964218778,-6.511402364,5.29E-04,0.004765577,-0.703240436
INSIG2,51141,-0.120884743,3.090237933,-16.18722517,2.44E-06,1.66E-04,5.37986595
CLEC4A,50856,-0.121209843,3.011968075,-15.7686292,2.86E-06,1.89E-04,5.20088402
EFTUD1P1///EFL1,648809///79631,-0.124847239,3.072651278,-5.183944944,0.001806087,0.008859275,-2.089203405
SNORD28,9300,-0.125379519,2.898146214,-7.88849298,1.79E-04,0.002883106,0.526582795
HIBCH,26275,-0.125583098,2.873642904,-8.980825559,8.43E-05,0.001914641,1.381499028
CEP290,80184,-0.127204098,2.767106381,-6.68333587,4.58E-04,0.004455514,-0.53910926
GAPT,202309,-0.13188295,3.029763621,-5.840913438,9.59E-04,0.00640092,-1.375782279
GAS5///SNORD47,60674///26802,-0.132406114,2.893842807,-5.170010772,0.00183158,0.008938857,-2.104958633
TPRKB,51002,-0.140187093,2.845445384,-7.085650791,3.30E-04,0.003786397,-0.167411028
ZNF814,730051,-0.158145823,2.935932736,-7.195430507,3.02E-04,0.003658166,-0.068874313
SNORA40///TAF1D,677822///79101,-0.158346212,2.808821663,-6.663779003,4.65E-04,0.004487911,-0.557615252
MSL3P1,151507,-0.163877504,2.803983203,-6.337842303,6.14E-04,0.005150779,-0.872274925
APOBEC3A_B///APOBEC3A,100913187///200315,-0.20272994,3.207090617,-12.56497657,1.14E-05,5.41E-04,3.648917849
